"","ZIPCODE","total_income"
"8209",52760,16472
"8210",52761,765599
"8211",52765,12168
"8212",52766,21258
"8213",52768,40246
"8214",52769,17387
"8215",52772,146787
"8216",52773,69230
"8217",52776,120523
"8218",52777,30758
"8219",52778,107192
"8220",52801,18363
"8221",52802,141726
"8222",52803,519138
"8223",52804,562169
"8224",52806,650973
"8225",52807,574438
"8226",99999,758097
"8227",0,79964170
"8228",66002,247731
"8229",66006,202204
"8230",66007,201541
"8231",66008,6775
"8232",66010,10707
"8233",66012,313907
"8234",66013,105732
"8235",66014,7946
"8236",66015,14566
"8237",66016,12624
"8238",66017,9793
"8239",66018,175273
"8240",66020,44099
"8241",66021,71953
"8242",66023,21362
"8243",66025,187853
"8244",66026,13817
"8245",66027,99173
"8246",66030,543926
"8247",66032,100507
"8248",66033,17820
"8249",66035,21205
"8250",66039,11804
"8251",66040,69903
"8252",66041,18199
"8253",66042,16706
"8254",66043,254155
"8255",66044,487413
"8256",66046,360477
"8257",66047,626800
"8258",66048,779359
"8259",66049,968677
"8260",66050,52340
"8261",66052,58720
"8262",66053,263814
"8263",66054,68288
"8264",66056,36193
"8265",66058,6850
"8266",66060,22904
"8267",66061,1916634
"8268",66062,2683351
"8269",66064,104302
"8270",66066,61750
"8271",66067,325976
"8272",66070,65145
"8273",66071,320503
"8274",66072,22809
"8275",66073,59175
"8276",66075,34695
"8277",66076,43251
"8278",66078,19315
"8279",66079,18420
"8280",66080,19778
"8281",66083,313034
"8282",66085,512732
"8283",66086,267150
"8284",66087,47709
"8285",66088,54981
"8286",66090,56082
"8287",66091,5289
"8288",66092,111152
"8289",66093,13363
"8290",66094,8305
"8291",66095,17095
"8292",66097,22523
"8293",66101,109219
"8294",66102,323477
"8295",66103,202964
"8296",66104,336677
"8297",66105,25526
"8298",66106,390509
"8299",66109,645704
"8300",66111,173660
"8301",66112,225393
"8302",66202,483543
"8303",66203,467838
"8304",66204,446069
"8305",66205,687659
"8306",66206,732135
"8307",66207,797195
"8308",66208,1840557
"8309",66209,1524356
"8310",66210,688370
"8311",66211,854544
"8312",66212,943432
"8313",66213,1335014
"8314",66214,336800
"8315",66215,870425
"8316",66216,952587
"8317",66217,409421
"8318",66218,323147
"8319",66219,408063
"8320",66220,525245
"8321",66221,1150842
"8322",66223,1132972
"8323",66224,1251707
"8324",66226,582524
"8325",66227,254572
"8326",66401,43832
"8327",66402,105667
"8328",66403,19818
"8329",66404,15569
"8330",66406,12302
"8331",66407,11805
"8332",66408,12934
"8333",66409,110214
"8334",66411,23998
"8335",66412,7330
"8336",66413,38372
"8337",66414,58673
"8338",66415,22026
"8339",66416,9328
"8340",66417,8341
"8341",66418,11181
"8342",66419,6951
"8343",66422,8941
"8344",66423,17937
"8345",66424,12704
"8346",66425,11248
"8347",66427,36882
"8348",66428,9813
"8349",66429,13034
"8350",66431,13130
"8351",66432,8099
"8352",66434,115902
"8353",66436,129640
"8354",66438,7572
"8355",66439,45170
"8356",66440,50476
"8357",66441,497455
"8358",66442,195897
"8359",66449,17715
"8360",66451,44010
"8361",66502,802948
"8362",66503,557597
"8363",66507,30795
"8364",66508,126220
"8365",66509,51268
"8366",66510,15479
"8367",66512,84980
"8368",66514,44225
"8369",66515,11572
"8370",66516,7050
"8371",66517,29729
"8372",66520,17423
"8373",66521,35100
"8374",66523,72690
"8375",66524,60821
"8376",66526,17586
"8377",66528,14319
"8378",66531,31933
"8379",66532,15087
"8380",66533,42688
"8381",66534,123040
"8382",66535,64543
"8383",66536,81341
"8384",66537,30837
"8385",66538,93176
"8386",66539,95335
"8387",66540,9665
"8388",66541,4833
"8389",66542,110545
"8390",66543,16447
"8391",66544,9255
"8392",66546,32324
"8393",66547,227351
"8394",66548,21146
"8395",66549,37195
"8396",66550,11120
"8397",66552,8441
"8398",66554,13040
"8399",66603,17852
"8400",66604,527518
"8401",66605,368186
"8402",66606,249572
"8403",66607,86070
"8404",66608,76815
"8405",66609,161002
"8406",66610,492474
"8407",66611,240652
"8408",66612,19578
"8409",66614,903398
"8410",66615,115491
"8411",66616,88481
"8412",66617,246802
"8413",66618,292383
"8414",66619,47228
"8415",66701,202323
"8416",66710,11861
"8417",66711,9068
"8418",66712,31869
"8419",66713,88488
"8420",66716,7717
"8421",66717,8937
"8422",66720,216100
"8423",66724,17796
"8424",66725,109292
"8425",66732,4014
"8426",66733,44019
"8427",66734,6053
"8428",66735,7898
"8429",66736,77778
"8430",66738,6459
"8431",66739,79813
"8432",66740,7347
"8433",66743,86935
"8434",66746,4376
"8435",66748,52759
"8436",66749,138105
"8437",66751,10619
"8438",66753,21956
"8439",66754,5973
"8440",66755,21015
"8441",66756,14443
"8442",66757,63911
"8443",66761,5470
"8444",66762,514871
"8445",66763,69747
"8446",66767,7574
"8447",66769,7262
"8448",66770,23504
"8449",66771,20966
"8450",66772,4631
"8451",66773,14497
"8452",66776,23614
"8453",66777,8716
"8454",66779,11464
"8455",66780,8114
"8456",66781,23484
"8457",66783,42871
"8458",66801,517127
"8459",66830,6110
"8460",66833,10234
"8461",66834,19838
"8462",66835,24383
"8463",66839,117921
"8464",66840,17114
"8465",66842,6413
"8466",66843,5992
"8467",66845,21251
"8468",66846,77257
"8469",66849,10480
"8470",66851,8579
"8471",66852,17976
"8472",66853,7744
"8473",66854,15399
"8474",66856,43398
"8475",66857,22224
"8476",66858,8891
"8477",66860,27912
"8478",66861,66521
"8479",66864,8132
"8480",66865,25061
"8481",66866,32626
"8482",66868,17528
"8483",66869,13697
"8484",66871,32506
"8485",66872,18886
"8486",66873,5077
"8487",66901,126857
"8488",66933,5543
"8489",66935,60996
"8490",66936,6285
"8491",66937,20550
"8492",66938,22488
"8493",66939,17164
"8494",66940,5906
"8495",66941,7194
"8496",66942,5005
"8497",66943,11835
"8498",66944,4249
"8499",66945,25239
"8500",66948,10042
"8501",66949,14155
"8502",66951,18449
"8503",66952,10301
"8504",66953,16199
"8505",66956,25448
"8506",66958,5109
"8507",66959,3762
"8508",66960,3127
"8509",66962,7796
"8510",66966,15232
"8511",66967,48635
"8512",66968,35385
"8513",67001,59161
"8514",67002,578207
"8515",67003,74573
"8516",67004,17239
"8517",67005,305567
"8518",67008,10143
"8519",67009,18279
"8520",67010,348997
"8521",67013,71207
"8522",67017,86798
"8523",67019,17996
"8524",67020,41265
"8525",67022,33952
"8526",67023,5697
"8527",67024,14628
"8528",67025,113553
"8529",67026,138025
"8530",67029,24747
"8531",67030,87066
"8532",67031,58822
"8533",67035,25202
"8534",67037,827149
"8535",67038,9720
"8536",67039,82185
"8537",67042,351162
"8538",67045,69150
"8539",67047,9970
"8540",67050,58280
"8541",67051,11980
"8542",67052,285338
"8543",67054,29803
"8544",67056,73680
"8545",67058,49979
"8546",67059,24585
"8547",67060,301890
"8548",67062,108176
"8549",67063,83853
"8550",67065,5828
"8551",67066,9890
"8552",67067,55536
"8553",67068,115948
"8554",67070,48668
"8555",67072,4062
"8556",67073,6396
"8557",67074,38324
"8558",67101,178616
"8559",67103,7221
"8560",67104,68292
"8561",67106,11191
"8562",67107,105933
"8563",67108,44868
"8564",67109,9007
"8565",67110,215241
"8566",67111,7391
"8567",67112,5430
"8568",67114,487527
"8569",67117,48805
"8570",67118,17012
"8571",67119,36215
"8572",67120,37249
"8573",67123,15800
"8574",67124,224328
"8575",67127,15766
"8576",67131,5855
"8577",67132,6831
"8578",67133,194073
"8579",67134,11058
"8580",67135,86621
"8581",67137,10012
"8582",67138,11140
"8583",67140,16670
"8584",67142,7824
"8585",67144,80184
"8586",67146,45351
"8587",67147,296908
"8588",67149,35688
"8589",67151,10711
"8590",67152,200126
"8591",67154,40329
"8592",67156,324231
"8593",67159,5090
"8594",67202,88454
"8595",67203,524013
"8596",67204,557286
"8597",67205,787470
"8598",67206,1186887
"8599",67207,628218
"8600",67208,402800
"8601",67209,363231
"8602",67210,132558
"8603",67211,260124
"8604",67212,1160078
"8605",67213,268383
"8606",67214,143138
"8607",67215,165005
"8608",67216,336471
"8609",67217,511077
"8610",67218,417300
"8611",67219,213253
"8612",67220,344721
"8613",67223,36886
"8614",67226,767336
"8615",67227,11452
"8616",67228,156104
"8617",67230,770531
"8618",67232,11143
"8619",67235,533891
"8620",67301,260264
"8621",67330,33259
"8622",67332,3878
"8623",67333,53576
"8624",67335,63698
"8625",67336,21186
"8626",67337,225415
"8627",67341,6782
"8628",67342,19002
"8629",67344,20569
"8630",67346,7308
"8631",67347,7505
"8632",67349,16677
"8633",67351,9641
"8634",67352,7666
"8635",67353,9761
"8636",67354,12549
"8637",67355,4682
"8638",67356,45683
"8639",67357,253569
"8640",67360,5040
"8641",67361,32008
"8642",67401,1245105
"8643",67410,228772
"8644",67416,28150
"8645",67420,129775
"8646",67422,35659
"8647",67423,6833
"8648",67425,17516
"8649",67427,8755
"8650",67428,35961
"8651",67430,13523
"8652",67431,58584
"8653",67432,150173
"8654",67436,13136
"8655",67437,26266
"8656",67438,5130
"8657",67439,71303
"8658",67441,18586
"8659",67442,5890
"8660",67443,50957
"8661",67444,10462
"8662",67445,13582
"8663",67446,17488
"8664",67447,5727
"8665",67448,32296
"8666",67449,57845
"8667",67450,15359
"8668",67451,21436
"8669",67454,12659
"8670",67455,38413
"8671",67456,115223
"8672",67457,18965
"8673",67458,5684
"8674",67460,436782
"8675",67464,25592
"8676",67466,11792
"8677",67467,66764
"8678",67468,7293
"8679",67470,12803
"8680",67473,43512
"8681",67474,5462
"8682",67480,39409
"8683",67481,12292
"8684",67483,5908
"8685",67484,18268
"8686",67485,9343
"8687",67487,30686
"8688",67490,22944
"8689",67491,9824
"8690",67492,5488
"8691",67501,355483
"8692",67502,742301
"8693",67505,45141
"8694",67510,6591
"8695",67511,8310
"8696",67514,12237
"8697",67516,11009
"8698",67520,8302
"8699",67522,54102
"8700",67523,9311
"8701",67524,14476
"8702",67525,33896
"8703",67526,75429
"8704",67529,7818
"8705",67530,515082
"8706",67543,44785
"8707",67544,71123
"8708",67545,5381
"8709",67546,70919
"8710",67547,45769
"8711",67548,33369
"8712",67550,118495
"8713",67552,20910
"8714",67554,89065
"8715",67556,6611
"8716",67557,16169
"8717",67560,52027
"8718",67561,29125
"8719",67563,9091
"8720",67564,6828
"8721",67565,8769
"8722",67566,11185
"8723",67567,10877
"8724",67568,5125
"8725",67570,29799
"8726",67572,13016
"8727",67574,6709
"8728",67575,10022
"8729",67576,46804
"8730",67578,31319
"8731",67579,99123
"8732",67581,8017
"8733",67583,19534
"8734",67584,9919
"8735",67601,653080
"8736",67621,7603
"8737",67622,10326
"8738",67623,5635
"8739",67625,5549
"8740",67631,4538
"8741",67632,4546
"8742",67634,4931
"8743",67637,70498
"8744",67638,4338
"8745",67640,12765
"8746",67642,42107
"8747",67643,4740
"8748",67644,4232
"8749",67645,11089
"8750",67646,14400
"8751",67647,6061
"8752",67648,9473
"8753",67649,4978
"8754",67650,7889
"8755",67651,10572
"8756",67653,4089
"8757",67654,91413
"8758",67657,9313
"8759",67661,76356
"8760",67663,69439
"8761",67664,5833
"8762",67665,133067
"8763",67669,40105
"8764",67671,47551
"8765",67672,64759
"8766",67701,174727
"8767",67730,50283
"8768",67731,14784
"8769",67732,16250
"8770",67735,124944
"8771",67736,6737
"8772",67737,16601
"8773",67738,15832
"8774",67739,6096
"8775",67740,66123
"8776",67741,5483
"8777",67744,5278
"8778",67745,10175
"8779",67748,75142
"8780",67749,53079
"8781",67751,6560
"8782",67752,39962
"8783",67753,11707
"8784",67756,51507
"8785",67757,12476
"8786",67758,26473
"8787",67761,6394
"8788",67762,9061
"8789",67764,8632
"8790",67801,623465
"8791",67831,26597
"8792",67834,24902
"8793",67835,84613
"8794",67837,29877
"8795",67838,22442
"8796",67839,39749
"8797",67841,7531
"8798",67842,14538
"8799",67844,20923
"8800",67846,834739
"8801",67849,11240
"8802",67850,11620
"8803",67851,61696
"8804",67853,25954
"8805",67854,32707
"8806",67855,61635
"8807",67859,16705
"8808",67860,79857
"8809",67861,55058
"8810",67862,5149
"8811",67863,11403
"8812",67864,58175
"8813",67865,24621
"8814",67867,51762
"8815",67869,48138
"8816",67870,39752
"8817",67871,157632
"8818",67876,34175
"8819",67877,62679
"8820",67878,49632
"8821",67879,38431
"8822",67880,183288
"8823",67882,11814
"8824",67901,407338
"8825",67950,59896
"8826",67951,138477
"8827",67952,17595
"8828",67954,17694
"8829",99999,762214
"8830",0,95615394
"8831",40003,44563
"8832",40004,678684
"8833",40006,96093
"8834",40007,4387
"8835",40008,77791
"8836",40009,13675
"8837",40010,25450
"8838",40011,48781
"8839",40012,10614
"8840",40013,142147
"8841",40014,748007
"8842",40019,70729
"8843",40022,32427
"8844",40023,206166
"8845",40026,279717
"8846",40031,563284
"8847",40033,222055
"8848",40036,3484
"8849",40037,50417
"8850",40040,8268
"8851",40045,57163
"8852",40046,37363
"8853",40047,520706
"8854",40050,29341
"8855",40051,83397
"8856",40052,8709
"8857",40055,52668
"8858",40056,127098
"8859",40057,62753
"8860",40059,1395640
"8861",40060,18103
"8862",40062,4880
"8863",40065,672458
"8864",40067,199467
"8865",40068,68201
"8866",40069,162069
"8867",40070,10829
"8868",40071,369932
"8869",40075,22349
"8870",40076,66344
"8871",40077,14625
"8872",40078,35086
"8873",40104,19144
"8874",40107,44632
"8875",40108,266842
"8876",40109,65057
"8877",40111,23218
"8878",40115,10979
"8879",40117,54377
"8880",40118,163348
"8881",40119,34310
"8882",40121,113423
"8883",40140,12853
"8884",40142,44988
"8885",40143,103838
"8886",40144,31697
"8887",40145,10010
"8888",40146,61604
"8889",40150,87410
"8890",40152,12729
"8891",40155,10470
"8892",40157,18296
"8893",40160,377329
"8894",40162,135299
"8895",40165,778126
"8896",40170,3955
"8897",40171,4439
"8898",40175,294154
"8899",40176,20195
"8900",40177,23951
"8901",40178,7236
"8902",40202,222387
"8903",40203,167493
"8904",40204,503818
"8905",40205,1079670
"8906",40206,687932
"8907",40207,1653595
"8908",40208,154685
"8909",40209,9840
"8910",40210,141026
"8911",40211,253662
"8912",40212,169795
"8913",40213,330882
"8914",40214,822909
"8915",40215,243387
"8916",40216,726606
"8917",40217,254166
"8918",40218,531277
"8919",40219,640570
"8920",40220,878786
"8921",40222,1034310
"8922",40223,1148878
"8923",40228,427169
"8924",40229,720305
"8925",40241,1307077
"8926",40242,330729
"8927",40243,328658
"8928",40245,1643068
"8929",40258,506659
"8930",40272,698335
"8931",40291,1051933
"8932",40299,1269609
"8933",40311,103893
"8934",40312,74389
"8935",40313,28710
"8936",40316,4634
"8937",40322,38502
"8938",40324,1128372
"8939",40328,16217
"8940",40330,367341
"8941",40336,176059
"8942",40337,70702
"8943",40342,488840
"8944",40346,9424
"8945",40347,96387
"8946",40350,3179
"8947",40351,327110
"8948",40353,416817
"8949",40356,1055895
"8950",40358,10606
"8951",40359,122380
"8952",40360,98743
"8953",40361,361127
"8954",40370,66632
"8955",40371,37960
"8956",40372,52009
"8957",40374,24917
"8958",40379,79443
"8959",40380,100475
"8960",40383,695043
"8961",40385,50730
"8962",40387,22011
"8963",40390,120636
"8964",40391,717077
"8965",40402,37042
"8966",40403,443632
"8967",40409,51533
"8968",40419,52403
"8969",40422,486861
"8970",40437,62349
"8971",40440,32956
"8972",40442,13023
"8973",40444,253242
"8974",40445,8775
"8975",40447,79268
"8976",40456,125032
"8977",40460,8884
"8978",40461,45929
"8979",40464,16915
"8980",40468,33149
"8981",40472,18002
"8982",40475,1158603
"8983",40481,7105
"8984",40484,202499
"8985",40486,25565
"8986",40489,49598
"8987",40502,1312210
"8988",40503,749320
"8989",40504,418377
"8990",40505,420860
"8991",40507,104056
"8992",40508,223836
"8993",40509,1200560
"8994",40510,52515
"8995",40511,686785
"8996",40513,582776
"8997",40514,470586
"8998",40515,1210876
"8999",40516,85155
"9000",40517,629933
"9001",40601,1183781
"9002",40701,434799
"9003",40729,76842
"9004",40734,45479
"9005",40737,17454
"9006",40740,37505
"9007",40741,360793
"9008",40744,302469
"9009",40759,25794
"9010",40763,3534
"9011",40769,211982
"9012",40771,13827
"9013",40806,32751
"9014",40810,12846
"9015",40813,9049
"9016",40815,14776
"9017",40819,8967
"9018",40820,3157
"9019",40823,41511
"9020",40826,6860
"9021",40827,7592
"9022",40828,37217
"9023",40831,82082
"9024",40840,3359
"9025",40845,3206
"9026",40856,7234
"9027",40862,7678
"9028",40863,4838
"9029",40865,5436
"9030",40868,10272
"9031",40870,5232
"9032",40873,22905
"9033",40902,6352
"9034",40903,8861
"9035",40906,142125
"9036",40914,7201
"9037",40915,13854
"9038",40923,8297
"9039",40927,5262
"9040",40935,18056
"9041",40939,6220
"9042",40940,5003
"9043",40943,10915
"9044",40949,11524
"9045",40953,5048
"9046",40958,3855
"9047",40962,184392
"9048",40965,157110
"9049",40972,12720
"9050",40977,106962
"9051",40982,2039
"9052",40988,4750
"9053",41001,501126
"9054",41002,41129
"9055",41003,39651
"9056",41004,69544
"9057",41005,597164
"9058",41006,98897
"9059",41007,106197
"9060",41008,139419
"9061",41010,50634
"9062",41011,759679
"9063",41014,100078
"9064",41015,489137
"9065",41016,123386
"9066",41017,1772006
"9067",41018,637059
"9068",41030,125665
"9069",41031,306185
"9070",41033,38030
"9071",41034,17455
"9072",41035,202499
"9073",41039,41215
"9074",41040,122418
"9075",41041,122680
"9076",41042,1237334
"9077",41043,40477
"9078",41044,18393
"9079",41045,23525
"9080",41046,27770
"9081",41048,501695
"9082",41049,32105
"9083",41051,727415
"9084",41052,5880
"9085",41055,35888
"9086",41056,291035
"9087",41059,74574
"9088",41063,70256
"9089",41064,28737
"9090",41071,420593
"9091",41073,158517
"9092",41074,96425
"9093",41075,624594
"9094",41076,509606
"9095",41080,46960
"9096",41083,23157
"9097",41086,36742
"9098",41091,835840
"9099",41092,97952
"9100",41093,32038
"9101",41094,357011
"9102",41095,63519
"9103",41097,117203
"9104",41098,25372
"9105",41101,384372
"9106",41102,418495
"9107",41121,27813
"9108",41124,10496
"9109",41129,218238
"9110",41132,5152
"9111",41139,164071
"9112",41141,31145
"9113",41143,238879
"9114",41144,173173
"9115",41146,7108
"9116",41149,5056
"9117",41159,4458
"9118",41164,164462
"9119",41166,9007
"9120",41168,49972
"9121",41169,139246
"9122",41171,49852
"9123",41174,16927
"9124",41175,94138
"9125",41179,93020
"9126",41180,12346
"9127",41183,31570
"9128",41189,36949
"9129",41203,4957
"9130",41204,5102
"9131",41214,5170
"9132",41216,18408
"9133",41219,25547
"9134",41222,38156
"9135",41224,73274
"9136",41230,191132
"9137",41231,13995
"9138",41232,8928
"9139",41234,7976
"9140",41238,18301
"9141",41240,113860
"9142",41250,10153
"9143",41254,6756
"9144",41255,11814
"9145",41256,49662
"9146",41257,6402
"9147",41260,8788
"9148",41262,10744
"9149",41263,4940
"9150",41264,5953
"9151",41265,25577
"9152",41267,9156
"9153",41274,12277
"9154",41301,64310
"9155",41311,68570
"9156",41314,45637
"9157",41317,3391
"9158",41332,13335
